"order_id","product_id","sale_n"
"R_0011869","PD_076",6
"R_0001182","PD_072",2
"R_0005274","PD_126",10
"R_0021337","PD_129",9
"R_0011735","PD_150",1
"R_0005230","PD_126",5
"R_0032873","PD_210",1
"R_0018143","PD_126",9
"R_0039996","PD_129",1
"R_0014800","PD_028",11
"R_0028583","PD_046",2
"R_0022600","PD_210",1
"R_0001919","PD_028",10
"R_0035317","PD_150",1
"R_0032501","PD_210",2
"R_0032747","PD_019",7
"R_0035935","PD_019",9
"R_0003149","PD_210",1
"R_0010365","PD_046",2
"R_0003048","PD_076",1
"R_0023257","PD_150",3
"R_0032377","PD_150",1
"R_0002061","PD_126",5
"R_0001178","PD_028",5
"R_0002941","PD_019",5
"R_0044112","PD_046",6
"R_0008283","PD_072",11
"R_0039453","PD_210",3
"R_0026014","PD_028",1
"R_0001873","PD_019",10
"R_0043796","PD_072",3
"R_0024518","PD_028",9
"R_0027638","PD_126",1
"R_0024610","PD_103",6
"R_0014169","PD_129",3
"R_0015043","PD_076",3
"R_0021214","PD_103",2
"R_0036108","PD_150",9
"R_0042097","PD_028",6
"R_0027373","PD_210",3
"R_0002353","PD_103",10
"R_0019330","PD_072",9
"R_0019810","PD_103",9
"R_0032595","PD_129",7
"R_0015042","PD_126",3
"R_0003075","PD_072",6
"R_0006208","PD_150",9
"R_0013664","PD_150",6
"R_0011451","PD_129",3
"R_0013966","PD_028",1
"R_0039303","PD_129",10
"R_0005681","PD_072",8
"R_0018341","PD_129",7
"R_0021016","PD_076",9
"R_0001494","PD_126",9
"R_0027569","PD_046",8
"R_0014767","PD_126",10
"R_0039656","PD_126",4
"R_0009628","PD_019",5
"R_0042015","PD_076",9
"R_0021458","PD_129",9
"R_0008941","PD_019",11
"R_0021761","PD_046",5
"R_0017395","PD_028",1
"R_0034045","PD_103",9
"R_0027323","PD_210",3
"R_0008236","PD_150",3
"R_0043297","PD_076",10
"R_0033552","PD_126",2
"R_0037760","PD_046",11
"R_0042387","PD_028",10
"R_0034901","PD_103",10
"R_0010432","PD_072",2
"R_0005343","PD_072",9
"R_0012210","PD_028",10
"R_0033175","PD_046",1
"R_0041851","PD_150",10
"R_0004752","PD_150",2
"R_0005241","PD_072",8
"R_0039622","PD_046",6
"R_0037547","PD_019",1
"R_0010540","PD_103",3
"R_0014584","PD_150",1
"R_0042106","PD_150",1
"R_0025810","PD_019",11
"R_0044689","PD_150",7
"R_0005979","PD_103",1
"R_0044468","PD_028",9
"R_0027165","PD_028",6
"R_0019772","PD_028",11
"R_0012857","PD_210",11
"R_0003338","PD_126",5
"R_0034988","PD_126",11
"R_0031474","PD_019",7
"R_0033131","PD_046",3
"R_0022453","PD_019",6
"R_0020281","PD_150",6
"R_0004357","PD_046",11
"R_0004987","PD_103",8
"R_0020542","PD_046",2
"R_0020844","PD_076",11
"R_0018692","PD_150",9
"R_0004702","PD_076",10
"R_0035073","PD_150",7
"R_0032794","PD_126",6
"R_0012209","PD_028",1
"R_0015787","PD_210",1
"R_0043597","PD_129",1
"R_0021469","PD_150",1
"R_0012986","PD_028",3
"R_0042582","PD_072",5
"R_0004845","PD_103",1
"R_0000737","PD_150",5
"R_0008844","PD_028",6
"R_0037185","PD_210",9
"R_0040858","PD_150",5
"R_0037394","PD_129",7
"R_0011712","PD_072",9
"R_0035907","PD_150",9
"R_0039504","PD_028",10
"R_0009245","PD_028",11
"R_0017157","PD_028",10
"R_0039888","PD_103",2
"R_0002109","PD_028",11
"R_0027815","PD_150",3
"R_0015764","PD_072",10
"R_0036152","PD_076",1
"R_0022792","PD_126",9
"R_0000346","PD_072",10
"R_0006830","PD_028",5
"R_0004002","PD_210",1
"R_0019649","PD_076",7
"R_0001837","PD_019",10
"R_0002811","PD_210",11
"R_0038774","PD_076",3
"R_0001726","PD_028",1
"R_0024005","PD_028",10
"R_0039143","PD_046",11
"R_0030010","PD_019",5
"R_0011192","PD_046",7
"R_0027876","PD_072",3
"R_0025150","PD_126",11
"R_0030418","PD_126",2
"R_0038530","PD_076",5
"R_0034009","PD_072",2
"R_0021703","PD_046",2
"R_0025640","PD_210",1
"R_0038937","PD_103",9
"R_0029110","PD_126",3
"R_0020303","PD_019",9
"R_0020926","PD_150",11
"R_0021598","PD_129",3
"R_0022330","PD_028",3
"R_0030591","PD_103",1
"R_0012611","PD_129",1
"R_0016996","PD_126",1
"R_0031473","PD_126",5
"R_0013454","PD_028",5
"R_0003257","PD_028",9
"R_0017691","PD_150",1
"R_0011711","PD_150",10
"R_0005949","PD_019",3
"R_0031842","PD_210",1
"R_0001353","PD_046",5
"R_0034850","PD_019",2
"R_0005574","PD_072",8
"R_0021024","PD_072",2
"R_0017315","PD_019",2
"R_0000093","PD_150",5
"R_0038553","PD_103",11
"R_0035553","PD_072",7
"R_0009726","PD_019",6
"R_0041663","PD_028",9
"R_0009364","PD_150",2
"R_0035382","PD_019",9
"R_0016165","PD_103",1
"R_0018496","PD_210",10
"R_0015776","PD_046",10
"R_0038381","PD_129",9
"R_0008364","PD_210",9
"R_0006584","PD_103",2
"R_0023738","PD_150",9
"R_0032832","PD_028",11
"R_0008087","PD_103",9
"R_0006270","PD_046",8
"R_0011491","PD_126",1
"R_0022066","PD_072",11
"R_0018417","PD_072",2
"R_0003730","PD_126",8
"R_0017808","PD_129",10
"R_0034443","PD_210",1
"R_0025904","PD_210",3
"R_0007372","PD_150",8
"R_0030800","PD_028",3
"R_0026345","PD_019",9
"R_0027279","PD_072",1
"R_0042113","PD_210",2
"R_0004527","PD_076",7
"R_0026377","PD_019",2
"R_0030100","PD_019",2
"R_0029757","PD_129",11
"R_0007200","PD_103",8
"R_0021205","PD_129",11
"R_0012489","PD_019",1
"R_0009372","PD_028",1
"R_0011789","PD_072",2
"R_0010844","PD_046",10
"R_0034560","PD_126",6
"R_0001704","PD_150",6
"R_0024956","PD_129",1
"R_0010818","PD_129",11
"R_0015879","PD_046",1
"R_0007660","PD_103",11
"R_0007013","PD_028",1
"R_0006473","PD_129",4
"R_0016130","PD_103",3
"R_0006024","PD_126",1
"R_0023346","PD_019",7
"R_0038019","PD_210",11
"R_0013743","PD_046",5
"R_0021805","PD_046",1
"R_0031711","PD_076",2
"R_0043261","PD_019",3
"R_0015733","PD_028",4
"R_0022526","PD_150",3
"R_0002194","PD_103",10
"R_0020113","PD_072",5
"R_0026411","PD_129",10
"R_0026311","PD_046",9
"R_0002951","PD_046",7
"R_0008533","PD_150",5
"R_0005701","PD_072",9
"R_0044599","PD_072",11
"R_0011925","PD_210",2
"R_0036165","PD_028",10
"R_0041919","PD_046",11
"R_0023181","PD_210",2
"R_0007932","PD_150",10
"R_0030616","PD_150",2
"R_0013407","PD_150",3
"R_0017436","PD_019",7
"R_0038116","PD_103",9
"R_0020987","PD_046",10
"R_0002660","PD_019",10
"R_0006036","PD_072",3
"R_0009507","PD_019",1
"R_0014912","PD_129",11
"R_0034011","PD_129",11
"R_0015491","PD_129",2
"R_0007891","PD_072",6
"R_0013734","PD_126",5
"R_0044778","PD_072",5
"R_0010498","PD_019",1
"R_0002186","PD_046",10
"R_0039824","PD_210",10
"R_0016390","PD_046",1
"R_0015990","PD_103",11
"R_0001003","PD_150",9
"R_0012860","PD_126",10
"R_0008822","PD_126",5
"R_0037711","PD_210",2
"R_0027531","PD_072",6
"R_0015103","PD_126",5
"R_0027262","PD_150",1
"R_0005000","PD_076",2
"R_0043966","PD_076",11
"R_0037903","PD_028",10
"R_0036253","PD_126",6
"R_0038395","PD_076",9
"R_0012569","PD_210",10
"R_0030794","PD_126",8
"R_0027819","PD_072",3
"R_0014264","PD_072",3
"R_0032174","PD_076",6
"R_0012864","PD_072",10
"R_0020818","PD_072",1
"R_0042563","PD_103",1
"R_0024171","PD_072",5
"R_0018865","PD_126",11
"R_0042625","PD_150",10
"R_0016878","PD_103",10
"R_0018999","PD_019",9
"R_0010877","PD_103",9
"R_0009373","PD_210",2
"R_0023110","PD_150",10
"R_0038841","PD_072",2
"R_0031682","PD_210",5
"R_0019177","PD_126",10
"R_0004125","PD_019",11
"R_0021844","PD_072",1
"R_0013967","PD_150",3
"R_0035708","PD_210",10
"R_0031667","PD_126",10
"R_0019285","PD_019",6
"R_0044239","PD_126",1
"R_0005986","PD_028",9
"R_0000365","PD_150",9
"R_0001850","PD_072",7
"R_0023943","PD_150",1
"R_0028303","PD_072",11
"R_0010556","PD_150",10
"R_0044061","PD_126",1
"R_0020910","PD_028",11
"R_0040819","PD_076",3
"R_0016235","PD_126",5
"R_0014904","PD_150",11
"R_0033729","PD_076",1
"R_0000021","PD_150",1
"R_0030990","PD_076",6
"R_0001470","PD_150",1
"R_0008839","PD_028",10
"R_0026544","PD_210",6
"R_0040496","PD_210",11
"R_0038639","PD_150",10
"R_0016958","PD_150",2
"R_0035387","PD_126",2
"R_0024973","PD_126",3
"R_0004169","PD_129",6
"R_0002196","PD_019",5
"R_0021219","PD_103",6
"R_0032462","PD_072",11
"R_0024785","PD_046",1
"R_0026037","PD_046",1
"R_0028562","PD_019",1
"R_0034573","PD_019",9
"R_0009182","PD_126",2
"R_0013858","PD_103",10
"R_0005964","PD_028",8
"R_0013671","PD_076",5
"R_0017570","PD_072",9
"R_0006882","PD_046",7
"R_0010399","PD_046",10
"R_0014546","PD_126",11
"R_0028915","PD_126",3
"R_0015226","PD_046",3
"R_0021880","PD_150",6
"R_0021357","PD_019",3
"R_0024189","PD_076",3
"R_0029112","PD_019",5
"R_0036639","PD_129",9
"R_0015186","PD_210",6
"R_0009833","PD_150",1
"R_0029792","PD_046",2
"R_0020728","PD_072",9
"R_0004273","PD_076",9
"R_0038055","PD_072",8
"R_0036839","PD_210",3
"R_0020538","PD_103",7
"R_0037205","PD_046",10
"R_0002981","PD_076",9
"R_0021228","PD_076",3
"R_0011765","PD_028",2
"R_0005122","PD_129",11
"R_0016914","PD_126",10
"R_0011718","PD_072",10
"R_0011185","PD_103",3
"R_0027381","PD_072",9
"R_0033501","PD_103",5
"R_0043546","PD_019",6
"R_0042416","PD_046",8
"R_0007339","PD_103",3
"R_0045090","PD_072",1
"R_0038427","PD_028",1
"R_0022040","PD_129",5
"R_0025334","PD_129",10
"R_0003345","PD_072",10
"R_0044831","PD_103",10
"R_0008989","PD_210",1
"R_0028537","PD_129",9
"R_0013584","PD_028",1
"R_0001414","PD_019",1
"R_0028113","PD_028",5
"R_0042986","PD_019",11
"R_0042256","PD_046",11
"R_0025354","PD_103",11
"R_0038274","PD_126",9
"R_0044957","PD_103",2
"R_0000230","PD_019",10
"R_0002037","PD_210",1
"R_0004228","PD_028",9
"R_0006298","PD_046",9
"R_0020602","PD_076",3
"R_0004875","PD_210",10
"R_0022848","PD_028",6
"R_0034027","PD_210",8
"R_0033635","PD_028",10
"R_0015888","PD_103",11
"R_0013025","PD_076",7
"R_0002597","PD_210",1
"R_0032427","PD_129",6
"R_0018364","PD_210",10
"R_0028389","PD_028",6
"R_0021544","PD_019",9
"R_0030244","PD_046",5
"R_0012756","PD_126",5
"R_0004104","PD_150",6
"R_0005872","PD_072",9
"R_0018987","PD_076",9
"R_0013533","PD_210",10
"R_0022981","PD_019",1
"R_0016005","PD_019",1
"R_0015270","PD_210",2
"R_0021058","PD_150",3
"R_0007417","PD_028",3
"R_0029693","PD_019",9
"R_0038069","PD_019",1
"R_0010207","PD_126",8
"R_0038127","PD_129",2
"R_0027234","PD_072",9
"R_0026202","PD_028",9
"R_0006877","PD_150",11
"R_0023979","PD_072",3
"R_0033366","PD_150",9
"R_0000257","PD_103",7
"R_0006252","PD_019",1
"R_0022659","PD_210",7
"R_0039209","PD_210",1
"R_0030298","PD_210",11
"R_0032783","PD_129",6
"R_0023894","PD_126",3
"R_0012750","PD_019",3
"R_0031180","PD_210",1
"R_0006596","PD_076",1
"R_0027664","PD_150",9
"R_0008268","PD_126",9
"R_0037897","PD_019",1
"R_0014675","PD_126",5
"R_0030774","PD_019",9
"R_0007269","PD_210",10
"R_0030475","PD_072",1
"R_0023312","PD_126",11
"R_0004078","PD_028",5
"R_0037598","PD_210",5
"R_0014812","PD_150",3
"R_0033730","PD_150",2
"R_0030673","PD_019",7
"R_0033425","PD_103",10
"R_0018056","PD_103",8
"R_0032512","PD_126",4
"R_0035922","PD_046",9
"R_0015815","PD_076",1
"R_0007994","PD_019",11
"R_0008992","PD_129",5
"R_0036430","PD_210",9
"R_0000900","PD_129",8
"R_0044590","PD_126",9
"R_0032607","PD_103",11
"R_0043650","PD_129",9
"R_0031158","PD_028",1
"R_0007207","PD_103",1
"R_0044400","PD_076",1
"R_0023636","PD_028",11
"R_0036679","PD_028",3
"R_0001143","PD_076",1
"R_0016348","PD_028",10
"R_0014680","PD_072",11
"R_0002920","PD_210",2
"R_0016012","PD_129",11
"R_0006216","PD_103",11
"R_0029315","PD_129",9
"R_0019732","PD_046",9
"R_0019258","PD_126",1
"R_0020620","PD_072",7
"R_0037263","PD_126",3
"R_0034592","PD_210",11
"R_0006915","PD_150",9
"R_0034814","PD_072",9
"R_0022857","PD_150",1
"R_0006376","PD_076",10
"R_0003643","PD_150",9
"R_0013434","PD_076",10
"R_0034344","PD_028",11
"R_0032490","PD_103",3
"R_0018303","PD_150",11
"R_0027464","PD_210",11
"R_0012443","PD_019",1
"R_0034218","PD_126",6
"R_0033367","PD_126",5
"R_0041841","PD_076",1
"R_0043220","PD_126",2
"R_0020085","PD_019",8
"R_0028977","PD_210",9
"R_0007924","PD_072",4
"R_0017616","PD_103",11
"R_0001212","PD_210",3
"R_0035761","PD_150",3
"R_0024906","PD_076",6
"R_0021820","PD_129",1
"R_0036256","PD_103",1
"R_0017009","PD_103",11
"R_0003429","PD_076",1
"R_0005946","PD_103",10
"R_0027921","PD_072",9
"R_0029750","PD_076",8
"R_0008939","PD_076",9
"R_0015842","PD_126",10
"R_0010261","PD_150",9
"R_0000212","PD_028",2
"R_0015329","PD_150",9
"R_0027786","PD_028",1
"R_0026592","PD_210",5
"R_0016480","PD_076",7
"R_0004940","PD_072",6
"R_0040532","PD_076",10
"R_0044155","PD_126",2
"R_0035952","PD_076",3
"R_0035522","PD_019",10
"R_0031470","PD_019",2
"R_0003870","PD_019",2
"R_0023489","PD_129",1
"R_0015800","PD_076",1
"R_0020000","PD_126",10
"R_0029153","PD_076",3
"R_0016398","PD_046",8
"R_0041592","PD_150",1
"R_0030337","PD_076",2
"R_0017993","PD_076",9
"R_0042491","PD_019",2
"R_0017254","PD_103",1
"R_0033841","PD_028",5
"R_0013223","PD_076",11
"R_0003632","PD_150",3
"R_0010079","PD_019",11
"R_0030689","PD_150",8
"R_0011154","PD_150",1
"R_0018928","PD_129",1
"R_0014800","PD_028",1
"R_0020882","PD_126",1
"R_0044525","PD_210",5
"R_0014609","PD_046",11
"R_0007379","PD_126",9
"R_0027230","PD_076",1
"R_0004403","PD_129",1
"R_0007254","PD_028",3
"R_0022318","PD_210",6
"R_0032634","PD_126",10
"R_0029828","PD_103",9
"R_0015842","PD_150",6
"R_0015591","PD_150",7
"R_0041563","PD_103",2
"R_0037236","PD_150",3
"R_0037289","PD_076",11
"R_0021700","PD_103",1
"R_0016093","PD_210",1
"R_0001118","PD_019",1
"R_0019647","PD_103",8
"R_0003586","PD_019",1
"R_0027173","PD_072",2
"R_0026295","PD_103",9
"R_0031674","PD_103",7
"R_0021697","PD_210",10
"R_0028915","PD_028",10
"R_0020874","PD_103",8
"R_0026937","PD_028",8
"R_0032920","PD_028",1
"R_0010836","PD_076",3
"R_0041883","PD_103",6
"R_0028370","PD_076",11
"R_0015307","PD_129",1
"R_0037894","PD_028",8
"R_0022446","PD_103",1
"R_0014243","PD_076",1
"R_0014212","PD_046",1
"R_0024778","PD_150",11
"R_0028022","PD_076",1
"R_0028892","PD_028",9
"R_0038447","PD_072",1
"R_0039792","PD_076",3
"R_0026744","PD_019",2
"R_0006577","PD_072",3
"R_0045088","PD_210",3
"R_0014609","PD_019",6
"R_0044851","PD_046",5
"R_0007494","PD_103",9
"R_0013096","PD_046",1
"R_0006718","PD_028",10
"R_0040045","PD_103",5
"R_0006731","PD_210",9
"R_0040244","PD_019",2
"R_0023055","PD_210",1
"R_0003007","PD_019",3
"R_0018805","PD_019",3
"R_0028828","PD_150",10
"R_0035781","PD_019",7
"R_0045099","PD_076",2
"R_0024586","PD_126",10
"R_0008131","PD_072",1
"R_0003296","PD_019",1
"R_0021124","PD_210",9
"R_0033801","PD_150",1
"R_0014194","PD_150",9
"R_0016379","PD_076",6
"R_0014517","PD_210",9
"R_0008882","PD_126",11
"R_0007077","PD_150",8
"R_0042783","PD_103",6
"R_0028984","PD_126",9
"R_0028465","PD_210",6
"R_0039775","PD_129",11
"R_0028824","PD_028",6
"R_0035449","PD_019",9
"R_0014541","PD_072",9
"R_0032741","PD_028",1
"R_0032752","PD_019",3
"R_0017118","PD_019",10
"R_0024811","PD_210",10
"R_0016248","PD_210",5
"R_0025370","PD_129",1
"R_0041271","PD_076",10
"R_0040285","PD_150",5
"R_0010588","PD_126",1
"R_0042780","PD_129",2
"R_0029129","PD_019",1
"R_0000999","PD_210",10
"R_0022531","PD_072",1
"R_0009275","PD_072",2
"R_0037801","PD_019",3
"R_0036829","PD_150",9
"R_0000978","PD_019",1
"R_0017836","PD_126",1
"R_0031209","PD_072",10
"R_0022397","PD_019",1
"R_0023743","PD_103",1
"R_0032272","PD_019",9
"R_0039406","PD_129",3
"R_0019284","PD_103",11
"R_0009834","PD_126",8
"R_0015461","PD_103",5
"R_0028908","PD_072",12
"R_0006876","PD_028",6
"R_0010715","PD_210",11
"R_0025975","PD_072",4
"R_0028243","PD_046",1
"R_0016267","PD_076",6
"R_0029439","PD_072",9
"R_0006272","PD_129",8
"R_0001438","PD_072",3
"R_0005939","PD_028",8
"R_0028999","PD_019",5
"R_0034951","PD_076",5
"R_0019533","PD_046",1
"R_0004722","PD_019",9
"R_0017037","PD_129",1
"R_0002448","PD_076",1
"R_0024346","PD_210",10
"R_0011080","PD_103",1
"R_0015467","PD_028",3
"R_0006919","PD_028",7
"R_0041653","PD_129",10
"R_0038090","PD_103",9
"R_0005283","PD_019",9
"R_0044601","PD_129",3
"R_0026754","PD_129",6
"R_0014301","PD_046",10
"R_0024300","PD_126",1
"R_0030899","PD_103",10
"R_0023314","PD_103",7
"R_0012481","PD_019",1
"R_0027383","PD_129",3
"R_0038159","PD_019",9
"R_0025372","PD_076",11
"R_0014279","PD_103",3
"R_0033505","PD_126",5
"R_0032469","PD_150",6
"R_0040374","PD_210",2
"R_0040515","PD_072",10
"R_0019158","PD_150",8
"R_0039384","PD_126",10
"R_0025933","PD_126",1
"R_0025121","PD_019",4
"R_0035610","PD_046",10
"R_0005270","PD_072",1
"R_0032650","PD_019",3
"R_0017370","PD_076",10
"R_0000799","PD_019",9
"R_0040093","PD_046",5
"R_0033087","PD_076",11
"R_0037385","PD_028",11
"R_0019417","PD_076",9
"R_0011003","PD_046",1
"R_0006521","PD_126",6
"R_0037518","PD_019",8
"R_0006755","PD_046",6
"R_0043817","PD_210",1
"R_0002473","PD_126",2
"R_0010532","PD_210",7
"R_0017435","PD_126",8
"R_0036442","PD_072",3
"R_0014280","PD_103",3
"R_0041078","PD_019",7
"R_0022005","PD_103",1
"R_0037154","PD_103",5
"R_0006204","PD_129",10
"R_0027973","PD_072",3
"R_0040398","PD_076",7
"R_0014802","PD_210",11
"R_0006511","PD_046",5
"R_0008920","PD_072",9
"R_0011855","PD_150",3
"R_0000987","PD_150",3
"R_0008227","PD_150",10
"R_0041449","PD_028",3
"R_0026675","PD_072",8
"R_0009520","PD_072",1
"R_0022450","PD_150",1
"R_0011288","PD_028",4
"R_0006238","PD_129",3
"R_0015071","PD_129",1
"R_0027022","PD_129",10
"R_0043638","PD_129",1
"R_0006668","PD_046",7
"R_0027189","PD_129",1
"R_0021975","PD_129",11
"R_0008959","PD_072",1
"R_0009937","PD_103",3
"R_0029273","PD_028",2
"R_0040182","PD_076",6
"R_0042156","PD_072",7
"R_0011156","PD_076",8
"R_0024676","PD_019",3
"R_0028243","PD_103",2
"R_0035156","PD_103",10
"R_0044269","PD_076",9
"R_0022423","PD_019",3
"R_0040768","PD_150",3
"R_0036796","PD_076",10
"R_0017716","PD_126",2
"R_0016876","PD_129",1
"R_0009377","PD_076",2
"R_0023393","PD_210",6
"R_0042177","PD_019",1
"R_0007357","PD_210",6
"R_0002879","PD_028",1
"R_0013329","PD_019",1
"R_0035387","PD_126",9
"R_0038630","PD_210",8
"R_0030467","PD_103",1
"R_0024619","PD_028",8
"R_0007342","PD_046",3
"R_0017561","PD_019",1
"R_0011463","PD_019",9
"R_0036047","PD_019",9
"R_0036757","PD_129",10
"R_0004811","PD_046",1
"R_0013266","PD_129",1
"R_0015895","PD_028",9
"R_0024707","PD_126",2
"R_0004541","PD_072",6
"R_0026820","PD_019",1
"R_0037385","PD_126",1
"R_0025507","PD_210",6
"R_0007817","PD_210",11
"R_0008892","PD_210",3
"R_0004784","PD_072",1
"R_0028708","PD_028",6
"R_0031822","PD_028",8
"R_0006787","PD_210",5
"R_0029403","PD_126",9
"R_0014326","PD_126",8
"R_0022767","PD_019",9
"R_0011544","PD_019",1
"R_0028581","PD_103",2
"R_0003333","PD_076",1
"R_0035445","PD_126",1
"R_0013294","PD_150",3
"R_0002510","PD_103",1
"R_0012405","PD_076",9
"R_0006271","PD_126",4
"R_0044838","PD_103",9
"R_0005562","PD_076",8
"R_0002745","PD_150",5
"R_0018794","PD_129",1
"R_0036003","PD_028",6
"R_0043532","PD_210",1
"R_0012011","PD_019",4
"R_0001200","PD_046",9
"R_0036888","PD_150",3
"R_0042419","PD_019",8
"R_0002001","PD_129",9
"R_0026076","PD_126",11
"R_0015423","PD_103",7
"R_0027033","PD_028",10
"R_0044906","PD_019",9
"R_0025585","PD_126",10
"R_0014839","PD_129",1
"R_0026038","PD_072",1
"R_0009051","PD_103",10
"R_0010144","PD_028",6
"R_0026862","PD_103",10
"R_0021074","PD_103",9
"R_0022499","PD_150",11
"R_0016153","PD_150",10
"R_0014122","PD_046",7
"R_0019983","PD_028",3
"R_0022083","PD_150",1
"R_0034359","PD_210",7
"R_0034130","PD_103",1
"R_0024168","PD_103",11
"R_0001683","PD_019",2
"R_0009483","PD_046",4
"R_0040130","PD_126",6
"R_0024521","PD_129",6
"R_0018158","PD_150",3
"R_0005233","PD_126",1
"R_0019014","PD_046",2
"R_0029619","PD_129",6
"R_0011872","PD_210",11
"R_0010662","PD_028",11
"R_0039003","PD_103",5
"R_0014376","PD_210",6
"R_0007257","PD_046",11
"R_0031406","PD_210",1
"R_0025328","PD_210",9
"R_0007639","PD_072",11
"R_0034220","PD_129",10
"R_0001869","PD_046",10
"R_0006403","PD_103",1
"R_0026658","PD_103",2
"R_0024069","PD_028",1
"R_0018622","PD_072",10
"R_0018288","PD_076",8
"R_0026422","PD_129",9
"R_0034352","PD_210",1
"R_0004394","PD_210",9
"R_0031609","PD_028",1
"R_0010301","PD_072",1
"R_0028861","PD_076",6
"R_0027663","PD_126",5
"R_0020964","PD_028",10
"R_0043382","PD_019",1
"R_0041135","PD_103",10
"R_0021669","PD_072",7
"R_0015106","PD_072",8
"R_0028351","PD_129",2
"R_0035690","PD_210",4
"R_0002583","PD_019",6
"R_0003066","PD_103",11
"R_0010342","PD_028",9
"R_0003943","PD_072",8
"R_0017183","PD_210",2
"R_0033663","PD_072",11
"R_0017601","PD_129",3
"R_0044356","PD_076",6
"R_0041031","PD_126",1
"R_0038231","PD_210",9
"R_0002782","PD_126",11
"R_0038027","PD_150",2
"R_0005554","PD_129",10
"R_0038971","PD_103",6
"R_0010113","PD_076",1
"R_0025262","PD_103",9
"R_0002137","PD_046",1
"R_0017854","PD_126",8
"R_0013311","PD_019",2
"R_0041550","PD_210",10
"R_0015398","PD_126",4
"R_0043318","PD_150",1
"R_0010636","PD_150",1
"R_0026263","PD_028",4
"R_0036309","PD_072",1
"R_0011720","PD_019",11
"R_0014189","PD_046",1
"R_0041386","PD_126",11
"R_0044849","PD_019",7
"R_0043297","PD_072",1
"R_0007505","PD_028",1
"R_0032360","PD_019",1
"R_0029150","PD_076",11
"R_0040295","PD_028",2
"R_0010100","PD_046",3
"R_0041656","PD_210",3
"R_0032998","PD_046",9
"R_0031972","PD_126",1
"R_0007997","PD_150",6
"R_0042839","PD_103",1
"R_0023013","PD_126",10
"R_0024099","PD_019",10
"R_0030288","PD_103",5
"R_0031444","PD_046",7
"R_0030926","PD_028",6
"R_0012772","PD_046",11
"R_0043755","PD_046",6
"R_0000545","PD_103",1
"R_0008513","PD_019",11
"R_0023206","PD_150",5
"R_0040937","PD_126",2
"R_0000756","PD_103",3
"R_0036050","PD_019",2
"R_0017941","PD_129",10
"R_0001982","PD_076",4
"R_0043207","PD_046",5
"R_0012944","PD_019",10
"R_0033344","PD_019",1
"R_0043590","PD_019",11
"R_0016819","PD_103",3
"R_0036297","PD_072",10
"R_0001710","PD_028",10
"R_0021751","PD_019",1
"R_0036911","PD_126",11
"R_0036745","PD_126",10
"R_0024439","PD_150",2
"R_0019722","PD_019",8
"R_0026268","PD_129",1
"R_0033088","PD_126",1
"R_0029580","PD_210",9
"R_0041140","PD_210",5
"R_0041452","PD_072",6
"R_0010737","PD_150",10
"R_0036272","PD_046",3
"R_0042768","PD_046",1
"R_0002101","PD_046",9
"R_0024398","PD_129",6
"R_0017370","PD_046",5
"R_0003806","PD_210",11
"R_0032478","PD_028",10
"R_0006599","PD_126",10
"R_0010287","PD_019",1
"R_0018729","PD_046",1
"R_0021844","PD_103",3
"R_0009001","PD_103",4
"R_0041922","PD_028",11
"R_0030806","PD_019",7
"R_0007134","PD_126",11
"R_0009426","PD_126",1
"R_0006030","PD_126",10
"R_0032418","PD_103",11
"R_0031502","PD_072",5
"R_0014923","PD_150",9
"R_0037632","PD_072",11
"R_0006389","PD_129",9
"R_0031826","PD_046",10
"R_0044886","PD_103",1
"R_0020202","PD_126",6
"R_0020448","PD_076",9
"R_0024588","PD_210",8
"R_0012945","PD_076",1
"R_0022066","PD_019",6
"R_0025795","PD_046",2
"R_0021232","PD_046",6
"R_0028066","PD_072",2
"R_0007187","PD_129",2
"R_0010399","PD_072",5
"R_0037003","PD_129",4
"R_0034936","PD_072",10
"R_0000084","PD_103",10
"R_0019368","PD_028",3
"R_0003260","PD_046",10
"R_0038794","PD_046",10
"R_0025450","PD_126",8
"R_0023284","PD_028",5
"R_0013973","PD_046",5
"R_0015452","PD_210",3
"R_0002335","PD_126",1
"R_0028715","PD_126",2
"R_0035851","PD_150",9
"R_0004650","PD_103",1
"R_0009408","PD_103",11
"R_0032302","PD_129",11
"R_0000961","PD_103",3
"R_0036860","PD_150",10
"R_0004196","PD_126",3
"R_0022925","PD_028",5
"R_0023964","PD_028",3
"R_0038491","PD_028",1
"R_0001042","PD_076",9
"R_0022695","PD_019",1
"R_0035206","PD_150",11
"R_0015631","PD_019",1
"R_0006141","PD_046",1
"R_0003122","PD_072",9
"R_0018608","PD_019",10
"R_0024527","PD_103",3
"R_0021097","PD_103",12
"R_0000517","PD_019",1
"R_0010231","PD_019",5
"R_0032022","PD_072",8
"R_0027821","PD_072",9
"R_0036826","PD_076",9
"R_0003604","PD_210",1
"R_0007374","PD_103",3
"R_0041645","PD_126",10
"R_0005382","PD_076",1
"R_0017619","PD_150",7
"R_0033037","PD_150",10
"R_0029527","PD_072",5
"R_0002328","PD_028",3
"R_0022962","PD_076",3
"R_0026228","PD_076",3
"R_0005894","PD_028",1
"R_0043928","PD_028",1
"R_0022059","PD_129",1
"R_0033223","PD_046",1
"R_0004798","PD_129",1
"R_0016926","PD_028",3
"R_0021131","PD_072",1
"R_0016348","PD_210",3
"R_0041668","PD_019",10
"R_0016005","PD_126",1
