"order_id","order_date","store_id"
"R_0015910",2016-06-19,"TW_10073"
"R_0006460",2016-07-10,"TW_10121"
"R_0008458",2016-04-24,"TW_10044"
"R_0027562",2016-07-31,"TW_10094"
"R_0002523",2016-05-22,"TW_10047"
"R_0018077",2016-08-28,"TW_10101"
"R_0008255",2016-05-08,"TW_10013"
"R_0004592",2016-06-19,"TW_10052"
"R_0019001",2016-07-17,"TW_10045"
"R_0002297",2016-04-24,"TW_10075"
"R_0011873",2016-06-26,"TW_10027"
"R_0032569",2016-07-24,"TW_10069"
"R_0024853",2016-09-04,"TW_10036"
"R_0033126",2016-01-24,"TW_10040"
"R_0013400",2016-02-28,"TW_10044"
"R_0024729",2016-05-01,"TW_10008"
"R_0007745",2016-05-15,"TW_10108"
"R_0008838",2016-03-27,"TW_10121"
"R_0023710",2016-01-31,"TW_10017"
"R_0023024",2016-05-08,"TW_10036"
"R_0008439",2016-08-21,"TW_10024"
"R_0038433",2016-05-15,"TW_10130"
"R_0032235",2016-09-04,"TW_10053"
"R_0033306",2016-02-28,"TW_10004"
"R_0003219",2016-06-26,"TW_10078"
"R_0001536",2016-08-21,"TW_10163"
"R_0003948",2016-01-17,"TW_10074"
"R_0011854",2016-02-21,"TW_10038"
"R_0037443",2016-04-03,"TW_10134"
"R_0037799",2016-02-21,"TW_10117"
"R_0042446",2016-04-10,"TW_10046"
"R_0032376",2016-06-05,"TW_10107"
"R_0005444",2016-05-29,"TW_10042"
"R_0040315",2016-03-27,"TW_10010"
"R_0029234",2016-04-03,"TW_10130"
"R_0032931",2016-06-19,"TW_10164"
"R_0004582",2016-07-17,"TW_10003"
"R_0027029",2016-09-25,"TW_10115"
"R_0034687",2016-08-21,"TW_10027"
"R_0041078",2016-07-10,"TW_10121"
"R_0036209",2016-07-17,"TW_10031"
"R_0041682",2016-07-17,"TW_10020"
"R_0029801",2016-01-17,"TW_10169"
"R_0018033",2016-02-28,"TW_10160"
"R_0025004",2016-09-11,"TW_10062"
"R_0012181",2016-01-03,"TW_10077"
"R_0040937",2016-03-06,"TW_10105"
"R_0002927",2016-02-28,"TW_10101"
"R_0018909",2016-01-10,"TW_10099"
"R_0027801",2016-09-18,"TW_10090"
"R_0028085",2016-06-05,"TW_10077"
"R_0039837",2016-04-17,"TW_10021"
"R_0019252",2016-08-07,"TW_10070"
"R_0002435",2016-06-12,"TW_10087"
"R_0043129",2016-04-24,"TW_10005"
"R_0015587",2016-08-21,"TW_10023"
"R_0028856",2016-05-08,"TW_10137"
"R_0005288",2016-06-19,"TW_10113"
"R_0032752",2016-09-04,"TW_10168"
"R_0042444",2016-07-17,"TW_10117"
"R_0021527",2016-06-12,"TW_10122"
"R_0010183",2016-03-20,"TW_10149"
"R_0033420",2016-02-28,"TW_10036"
"R_0037956",2016-04-24,"TW_10050"
"R_0013016",2016-06-19,"TW_10066"
"R_0006254",2016-01-31,"TW_10132"
"R_0025781",2016-06-26,"TW_10042"
"R_0000896",2016-03-27,"TW_10143"
"R_0042984",2016-01-03,"TW_10112"
"R_0001063",2016-08-28,"TW_10084"
"R_0001198",2016-05-22,"TW_10034"
"R_0029623",2016-02-28,"TW_10057"
"R_0019649",2016-06-05,"TW_10010"
"R_0000377",2016-03-06,"TW_10072"
"R_0040425",2016-05-15,"TW_10154"
"R_0004973",2016-03-20,"TW_10090"
"R_0001957",2016-07-24,"TW_10060"
"R_0041542",2016-04-10,"TW_10101"
"R_0036379",2016-05-01,"TW_10150"
"R_0024788",2016-02-14,"TW_10068"
"R_0018771",2016-03-27,"TW_10098"
"R_0018877",2016-04-03,"TW_10150"
"R_0000718",2016-04-24,"TW_10149"
"R_0039089",2016-02-28,"TW_10084"
"R_0027709",2016-02-14,"TW_10094"
"R_0003879",2016-04-24,"TW_10152"
"R_0023681",2016-07-17,"TW_10132"
"R_0002413",2016-01-24,"TW_10047"
"R_0041570",2016-05-15,"TW_10078"
"R_0003961",2016-03-13,"TW_10049"
"R_0042936",2016-04-17,"TW_10105"
"R_0030850",2016-07-24,"TW_10037"
"R_0043951",2016-06-26,"TW_10054"
"R_0026138",2016-09-18,"TW_10124"
"R_0021336",2016-07-31,"TW_10111"
"R_0027454",2016-05-29,"TW_10093"
"R_0043124",2016-07-10,"TW_10167"
"R_0031627",2016-05-29,"TW_10099"
"R_0039902",2016-08-21,"TW_10113"
"R_0008958",2016-01-17,"TW_10152"
"R_0012571",2016-01-10,"TW_10052"
"R_0021193",2016-09-18,"TW_10128"
"R_0011542",2016-04-24,"TW_10135"
"R_0003130",2016-06-19,"TW_10059"
"R_0026979",2016-06-05,"TW_10003"
"R_0028027",2016-03-13,"TW_10156"
"R_0005526",2016-03-20,"TW_10176"
"R_0033240",2016-05-01,"TW_10022"
"R_0009323",2016-08-07,"TW_10094"
"R_0024855",2016-08-21,"TW_10007"
"R_0015513",2016-05-22,"TW_10142"
"R_0015475",2016-08-21,"TW_10105"
"R_0024261",2016-02-21,"TW_10036"
"R_0020297",2016-04-24,"TW_10050"
"R_0016389",2016-08-28,"TW_10175"
"R_0042434",2016-02-28,"TW_10144"
"R_0023990",2016-01-31,"TW_10136"
"R_0003883",2016-07-17,"TW_10102"
"R_0030707",2016-09-18,"TW_10069"
"R_0028627",2016-01-03,"TW_10059"
"R_0031607",2016-05-15,"TW_10127"
"R_0009137",2016-03-27,"TW_10086"
"R_0012087",2016-05-29,"TW_10008"
"R_0016660",2016-01-24,"TW_10110"
"R_0018418",2016-06-12,"TW_10160"
"R_0015861",2016-03-27,"TW_10096"
"R_0043381",2016-06-26,"TW_10027"
"R_0024867",2016-02-07,"TW_10148"
"R_0033265",2016-07-17,"TW_10099"
"R_0003705",2016-04-17,"TW_10003"
"R_0018168",2016-02-21,"TW_10011"
"R_0028649",2016-09-11,"TW_10091"
"R_0036648",2016-02-07,"TW_10143"
"R_0016620",2016-06-12,"TW_10129"
"R_0000950",2016-08-14,"TW_10140"
"R_0036061",2016-06-26,"TW_10058"
"R_0029404",2016-02-28,"TW_10079"
"R_0008822",2016-08-28,"TW_10123"
"R_0003837",2016-01-31,"TW_10073"
"R_0017895",2016-09-04,"TW_10152"
"R_0016900",2016-04-24,"TW_10051"
"R_0044293",2016-02-28,"TW_10106"
"R_0031752",2016-01-31,"TW_10107"
"R_0009421",2016-02-07,"TW_10064"
"R_0009952",2016-04-24,"TW_10053"
"R_0024766",2016-01-24,"TW_10142"
"R_0042928",2016-08-28,"TW_10082"
"R_0015123",2016-04-10,"TW_10094"
"R_0043657",2016-06-05,"TW_10121"
"R_0035659",2016-05-29,"TW_10008"
"R_0006597",2016-04-24,"TW_10157"
"R_0025610",2016-01-31,"TW_10090"
"R_0014385",2016-09-11,"TW_10020"
"R_0001989",2016-05-15,"TW_10030"
"R_0041859",2016-01-24,"TW_10072"
"R_0032124",2016-04-17,"TW_10050"
"R_0033601",2016-07-24,"TW_10042"
"R_0001517",2016-04-03,"TW_10096"
"R_0039626",2016-08-07,"TW_10014"
"R_0005045",2016-02-21,"TW_10134"
"R_0043440",2016-06-12,"TW_10107"
"R_0031462",2016-02-07,"TW_10027"
"R_0001253",2016-06-05,"TW_10054"
"R_0022022",2016-05-08,"TW_10090"
"R_0005404",2016-09-04,"TW_10088"
"R_0029749",2016-06-26,"TW_10146"
"R_0007336",2016-06-19,"TW_10014"
"R_0040856",2016-01-31,"TW_10157"
"R_0011437",2016-03-20,"TW_10080"
"R_0013377",2016-03-27,"TW_10021"
"R_0016778",2016-02-07,"TW_10001"
"R_0038739",2016-03-13,"TW_10020"
"R_0014424",2016-02-14,"TW_10023"
"R_0020778",2016-08-14,"TW_10043"
"R_0001163",2016-05-29,"TW_10032"
"R_0039577",2016-07-03,"TW_10059"
"R_0037379",2016-01-17,"TW_10043"
"R_0016021",2016-07-31,"TW_10149"
"R_0009382",2016-05-29,"TW_10138"
"R_0040890",2016-01-10,"TW_10130"
"R_0042911",2016-06-05,"TW_10094"
"R_0022276",2016-09-18,"TW_10129"
"R_0023470",2016-06-19,"TW_10104"
"R_0039988",2016-09-25,"TW_10110"
"R_0042364",2016-02-14,"TW_10079"
"R_0033011",2016-02-14,"TW_10131"
"R_0016500",2016-05-29,"TW_10029"
"R_0037709",2016-07-31,"TW_10147"
"R_0036723",2016-01-24,"TW_10010"
"R_0036346",2016-02-07,"TW_10134"
"R_0021011",2016-04-10,"TW_10011"
"R_0025770",2016-04-17,"TW_10061"
"R_0042580",2016-05-22,"TW_10124"
"R_0027546",2016-04-10,"TW_10143"
"R_0009966",2016-08-21,"TW_10105"
"R_0008115",2016-07-17,"TW_10146"
"R_0034877",2016-06-19,"TW_10161"
"R_0006270",2016-06-19,"TW_10161"
"R_0035450",2016-03-20,"TW_10025"
"R_0015956",2016-08-07,"TW_10030"
"R_0013195",2016-07-10,"TW_10044"
"R_0007517",2016-01-31,"TW_10038"
"R_0036192",2016-07-31,"TW_10050"
"R_0043996",2016-03-20,"TW_10008"
"R_0018956",2016-08-14,"TW_10120"
"R_0008495",2016-03-06,"TW_10125"
"R_0006326",2016-07-17,"TW_10073"
"R_0040116",2016-07-31,"TW_10044"
"R_0000501",2016-03-13,"TW_10036"
"R_0009625",2016-01-10,"TW_10166"
"R_0039469",2016-05-15,"TW_10062"
"R_0017048",2016-08-07,"TW_10013"
"R_0008989",2016-03-27,"TW_10053"
"R_0005478",2016-03-13,"TW_10084"
"R_0025482",2016-08-21,"TW_10044"
"R_0039100",2016-06-05,"TW_10146"
"R_0005998",2016-07-10,"TW_10007"
"R_0025360",2016-04-17,"TW_10075"
"R_0037101",2016-06-26,"TW_10141"
"R_0036526",2016-08-21,"TW_10166"
"R_0001828",2016-04-24,"TW_10027"
"R_0016800",2016-01-24,"TW_10134"
"R_0012046",2016-09-04,"TW_10056"
"R_0022127",2016-03-13,"TW_10055"
"R_0034197",2016-03-20,"TW_10063"
"R_0011483",2016-05-15,"TW_10050"
"R_0042528",2016-04-17,"TW_10168"
"R_0035415",2016-05-22,"TW_10102"
"R_0007510",2016-07-03,"TW_10106"
"R_0007662",2016-02-07,"TW_10065"
"R_0010047",2016-08-14,"TW_10048"
"R_0014157",2016-09-04,"TW_10010"
"R_0020968",2016-07-17,"TW_10125"
"R_0004688",2016-09-18,"TW_10083"
"R_0030312",2016-09-18,"TW_10059"
"R_0027000",2016-08-21,"TW_10049"
"R_0034914",2016-06-05,"TW_10048"
"R_0031939",2016-04-03,"TW_10049"
"R_0014238",2016-09-11,"TW_10066"
"R_0006335",2016-02-21,"TW_10141"
"R_0007408",2016-05-01,"TW_10157"
"R_0012683",2016-05-22,"TW_10166"
"R_0008797",2016-08-21,"TW_10048"
"R_0032020",2016-07-31,"TW_10058"
"R_0041481",2016-03-13,"TW_10087"
"R_0011167",2016-07-31,"TW_10068"
"R_0015830",2016-02-28,"TW_10174"
"R_0001732",2016-04-17,"TW_10093"
"R_0032234",2016-09-04,"TW_10036"
"R_0006524",2016-06-26,"TW_10130"
"R_0021292",2016-07-17,"TW_10062"
"R_0008262",2016-01-24,"TW_10105"
"R_0030282",2016-02-14,"TW_10049"
"R_0021127",2016-07-24,"TW_10096"
"R_0044741",2016-03-13,"TW_10155"
"R_0010843",2016-06-12,"TW_10116"
"R_0013562",2016-09-18,"TW_10156"
"R_0010438",2016-05-01,"TW_10005"
"R_0015736",2016-03-27,"TW_10083"
"R_0029651",2016-06-05,"TW_10116"
"R_0007610",2016-08-14,"TW_10008"
"R_0033579",2016-01-24,"TW_10088"
"R_0030796",2016-01-24,"TW_10098"
"R_0037929",2016-05-29,"TW_10098"
"R_0017997",2016-05-29,"TW_10074"
"R_0023123",2016-02-21,"TW_10012"
"R_0023156",2016-07-31,"TW_10028"
"R_0023287",2016-03-27,"TW_10157"
"R_0009322",2016-09-18,"TW_10138"
"R_0005381",2016-07-24,"TW_10098"
"R_0038283",2016-03-20,"TW_10095"
"R_0015477",2016-06-19,"TW_10169"
"R_0008520",2016-05-29,"TW_10020"
"R_0019123",2016-07-24,"TW_10122"
"R_0000155",2016-08-14,"TW_10143"
"R_0027524",2016-06-26,"TW_10007"
"R_0036878",2016-05-22,"TW_10174"
"R_0034878",2016-09-04,"TW_10169"
"R_0006542",2016-07-10,"TW_10068"
"R_0005500",2016-09-18,"TW_10045"
"R_0008286",2016-01-31,"TW_10055"
"R_0018247",2016-05-29,"TW_10130"
"R_0022695",2016-02-07,"TW_10011"
"R_0025704",2016-07-03,"TW_10084"
"R_0042124",2016-02-14,"TW_10089"
"R_0020729",2016-03-27,"TW_10034"
"R_0025555",2016-05-29,"TW_10108"
"R_0039295",2016-07-10,"TW_10112"
"R_0010051",2016-03-06,"TW_10030"
"R_0019723",2016-01-24,"TW_10151"
"R_0006699",2016-06-05,"TW_10107"
"R_0033027",2016-08-07,"TW_10103"
"R_0009158",2016-09-25,"TW_10137"
"R_0019561",2016-09-11,"TW_10014"
"R_0030289",2016-07-03,"TW_10111"
"R_0000227",2016-06-12,"TW_10136"
"R_0029368",2016-09-25,"TW_10059"
"R_0028531",2016-03-06,"TW_10141"
"R_0021661",2016-01-24,"TW_10083"
"R_0022582",2016-05-29,"TW_10113"
"R_0023935",2016-08-21,"TW_10012"
"R_0018531",2016-08-07,"TW_10152"
"R_0021211",2016-02-07,"TW_10108"
"R_0022623",2016-08-07,"TW_10026"
"R_0032270",2016-03-06,"TW_10076"
"R_0027099",2016-02-28,"TW_10069"
"R_0032288",2016-06-26,"TW_10138"
"R_0030727",2016-03-06,"TW_10023"
"R_0042419",2016-09-04,"TW_10155"
"R_0041782",2016-04-17,"TW_10080"
"R_0038678",2016-01-31,"TW_10066"
"R_0002775",2016-08-21,"TW_10098"
"R_0007500",2016-07-03,"TW_10171"
"R_0023044",2016-01-24,"TW_10111"
"R_0036738",2016-07-17,"TW_10132"
"R_0016817",2016-03-06,"TW_10009"
"R_0042534",2016-07-10,"TW_10168"
"R_0040336",2016-05-08,"TW_10043"
"R_0003442",2016-08-14,"TW_10099"
"R_0020199",2016-03-20,"TW_10036"
"R_0028121",2016-09-18,"TW_10030"
"R_0001131",2016-01-10,"TW_10073"
"R_0001611",2016-02-28,"TW_10022"
"R_0025967",2016-05-29,"TW_10085"
"R_0022282",2016-05-29,"TW_10175"
"R_0028884",2016-01-17,"TW_10056"
"R_0006244",2016-05-08,"TW_10131"
"R_0000443",2016-02-28,"TW_10142"
"R_0036502",2016-02-28,"TW_10086"
"R_0018375",2016-08-28,"TW_10010"
"R_0022984",2016-07-24,"TW_10053"
"R_0024956",2016-08-28,"TW_10107"
"R_0005995",2016-04-03,"TW_10070"
"R_0037466",2016-04-24,"TW_10167"
"R_0017475",2016-02-21,"TW_10143"
"R_0038992",2016-04-03,"TW_10046"
"R_0001354",2016-03-06,"TW_10141"
"R_0029820",2016-06-12,"TW_10094"
"R_0028270",2016-06-26,"TW_10134"
"R_0003044",2016-01-03,"TW_10026"
"R_0011115",2016-09-11,"TW_10161"
"R_0009646",2016-04-10,"TW_10027"
"R_0022539",2016-09-11,"TW_10113"
"R_0024679",2016-07-24,"TW_10170"
"R_0039638",2016-08-07,"TW_10005"
"R_0038350",2016-01-17,"TW_10094"
"R_0025507",2016-01-31,"TW_10069"
"R_0035013",2016-03-27,"TW_10076"
"R_0006663",2016-06-26,"TW_10121"
"R_0043459",2016-09-04,"TW_10167"
"R_0012708",2016-02-14,"TW_10030"
"R_0025879",2016-05-29,"TW_10063"
"R_0041996",2016-05-01,"TW_10028"
"R_0025618",2016-02-21,"TW_10068"
"R_0027428",2016-04-03,"TW_10171"
"R_0041105",2016-05-01,"TW_10074"
"R_0009853",2016-02-07,"TW_10010"
"R_0022860",2016-03-27,"TW_10114"
"R_0027790",2016-07-17,"TW_10165"
"R_0034346",2016-03-13,"TW_10037"
"R_0010683",2016-03-20,"TW_10162"
"R_0010946",2016-06-05,"TW_10124"
"R_0004828",2016-01-31,"TW_10163"
"R_0020080",2016-05-29,"TW_10100"
"R_0008942",2016-05-01,"TW_10092"
"R_0036836",2016-04-10,"TW_10022"
"R_0032146",2016-04-24,"TW_10048"
"R_0028370",2016-03-13,"TW_10028"
"R_0036242",2016-09-18,"TW_10076"
"R_0024915",2016-03-27,"TW_10065"
"R_0020042",2016-05-22,"TW_10168"
"R_0006478",2016-09-04,"TW_10070"
"R_0002011",2016-01-31,"TW_10094"
"R_0020060",2016-02-21,"TW_10056"
"R_0029178",2016-09-25,"TW_10147"
"R_0037537",2016-09-18,"TW_10056"
"R_0031819",2016-04-10,"TW_10086"
"R_0040353",2016-03-06,"TW_10162"
"R_0044065",2016-03-13,"TW_10164"
"R_0010913",2016-03-13,"TW_10023"
"R_0013983",2016-09-04,"TW_10036"
"R_0041204",2016-09-11,"TW_10052"
"R_0028091",2016-07-31,"TW_10065"
"R_0030498",2016-07-24,"TW_10167"
"R_0026782",2016-04-17,"TW_10017"
"R_0011690",2016-08-07,"TW_10141"
"R_0020650",2016-08-21,"TW_10137"
"R_0001029",2016-03-20,"TW_10112"
"R_0009262",2016-07-31,"TW_10141"
"R_0015912",2016-03-20,"TW_10047"
"R_0025620",2016-07-31,"TW_10053"
"R_0006059",2016-04-03,"TW_10123"
"R_0011217",2016-05-15,"TW_10122"
"R_0026438",2016-01-24,"TW_10065"
"R_0005934",2016-03-06,"TW_10046"
"R_0038156",2016-05-22,"TW_10164"
"R_0022213",2016-06-12,"TW_10068"
"R_0019640",2016-07-24,"TW_10017"
"R_0027417",2016-07-31,"TW_10153"
"R_0015140",2016-06-12,"TW_10095"
"R_0012412",2016-08-28,"TW_10069"
"R_0035230",2016-09-18,"TW_10074"
"R_0034897",2016-06-19,"TW_10096"
"R_0036852",2016-09-18,"TW_10133"
"R_0008577",2016-05-08,"TW_10159"
"R_0034796",2016-05-29,"TW_10021"
"R_0041421",2016-03-20,"TW_10174"
"R_0013347",2016-04-10,"TW_10014"
"R_0026909",2016-05-22,"TW_10016"
"R_0005686",2016-08-07,"TW_10045"
"R_0044566",2016-01-31,"TW_10037"
"R_0040610",2016-02-28,"TW_10006"
"R_0029084",2016-04-03,"TW_10163"
"R_0021184",2016-05-15,"TW_10023"
"R_0009524",2016-08-07,"TW_10134"
"R_0011573",2016-01-03,"TW_10127"
"R_0042399",2016-05-29,"TW_10107"
"R_0037427",2016-08-21,"TW_10113"
"R_0040658",2016-05-29,"TW_10059"
"R_0013472",2016-01-17,"TW_10084"
"R_0016203",2016-02-21,"TW_10133"
"R_0015194",2016-01-24,"TW_10035"
"R_0014186",2016-07-10,"TW_10003"
"R_0014199",2016-06-05,"TW_10153"
"R_0026811",2016-09-11,"TW_10056"
"R_0023226",2016-03-13,"TW_10005"
"R_0037297",2016-08-07,"TW_10176"
"R_0033734",2016-01-10,"TW_10130"
"R_0040987",2016-02-21,"TW_10112"
"R_0028860",2016-03-27,"TW_10077"
"R_0027375",2016-03-13,"TW_10141"
"R_0024077",2016-09-04,"TW_10173"
"R_0016910",2016-05-15,"TW_10040"
"R_0011972",2016-01-24,"TW_10104"
"R_0032164",2016-02-21,"TW_10075"
"R_0021734",2016-06-19,"TW_10160"
"R_0039969",2016-07-10,"TW_10054"
"R_0035189",2016-02-21,"TW_10095"
"R_0013069",2016-07-24,"TW_10158"
"R_0034566",2016-04-03,"TW_10053"
"R_0002794",2016-04-03,"TW_10022"
"R_0017570",2016-02-14,"TW_10036"
"R_0025062",2016-03-27,"TW_10033"
"R_0017884",2016-04-17,"TW_10163"
"R_0020414",2016-09-11,"TW_10045"
"R_0043350",2016-09-04,"TW_10021"
"R_0033683",2016-04-17,"TW_10009"
"R_0020355",2016-02-07,"TW_10147"
"R_0032597",2016-05-15,"TW_10144"
"R_0023026",2016-05-29,"TW_10010"
"R_0032348",2016-07-17,"TW_10034"
"R_0026988",2016-07-31,"TW_10007"
"R_0037536",2016-05-01,"TW_10087"
"R_0026009",2016-02-21,"TW_10101"
"R_0015971",2016-09-18,"TW_10105"
"R_0037487",2016-03-06,"TW_10054"
"R_0015399",2016-02-07,"TW_10027"
"R_0002424",2016-04-10,"TW_10158"
"R_0020858",2016-01-03,"TW_10108"
"R_0030305",2016-07-24,"TW_10020"
"R_0012395",2016-04-10,"TW_10018"
"R_0024705",2016-07-17,"TW_10170"
"R_0044324",2016-02-07,"TW_10047"
"R_0007219",2016-06-12,"TW_10176"
"R_0018076",2016-01-10,"TW_10016"
"R_0037552",2016-02-21,"TW_10088"
"R_0044664",2016-02-14,"TW_10120"
"R_0008512",2016-01-24,"TW_10126"
"R_0041451",2016-05-22,"TW_10149"
"R_0041201",2016-05-29,"TW_10119"
"R_0008402",2016-08-21,"TW_10023"
"R_0013650",2016-03-27,"TW_10175"
"R_0000832",2016-04-10,"TW_10163"
"R_0011126",2016-03-06,"TW_10052"
"R_0019997",2016-06-12,"TW_10029"
"R_0017591",2016-04-17,"TW_10123"
"R_0004878",2016-02-21,"TW_10111"
"R_0030093",2016-01-17,"TW_10155"
"R_0004274",2016-02-07,"TW_10025"
"R_0002124",2016-08-21,"TW_10012"
"R_0007167",2016-04-17,"TW_10065"
"R_0000558",2016-07-17,"TW_10076"
"R_0012568",2016-06-26,"TW_10047"
"R_0040841",2016-08-28,"TW_10113"
"R_0034848",2016-01-17,"TW_10002"
"R_0015457",2016-08-14,"TW_10047"
"R_0041272",2016-08-07,"TW_10023"
"R_0002334",2016-07-10,"TW_10069"
"R_0011886",2016-06-12,"TW_10168"
"R_0030381",2016-02-28,"TW_10057"
"R_0016929",2016-08-14,"TW_10080"
"R_0038240",2016-06-12,"TW_10128"
"R_0023502",2016-05-01,"TW_10100"
"R_0003677",2016-04-03,"TW_10034"
"R_0017853",2016-05-15,"TW_10093"
"R_0006181",2016-06-26,"TW_10025"
"R_0028103",2016-07-31,"TW_10118"
"R_0028043",2016-04-17,"TW_10050"
"R_0036583",2016-02-07,"TW_10082"
"R_0000842",2016-06-05,"TW_10165"
"R_0043612",2016-01-31,"TW_10108"
"R_0022321",2016-03-27,"TW_10083"
"R_0022994",2016-02-21,"TW_10123"
"R_0036202",2016-02-07,"TW_10119"
"R_0028574",2016-07-17,"TW_10103"
"R_0006804",2016-07-17,"TW_10071"
"R_0032849",2016-07-10,"TW_10097"
"R_0028068",2016-06-12,"TW_10095"
"R_0005372",2016-04-17,"TW_10039"
"R_0027788",2016-01-03,"TW_10071"
"R_0014415",2016-03-27,"TW_10124"
"R_0028130",2016-08-14,"TW_10150"
"R_0025207",2016-04-03,"TW_10128"
"R_0023951",2016-04-03,"TW_10170"
"R_0028635",2016-05-29,"TW_10146"
"R_0037174",2016-01-31,"TW_10122"
"R_0034933",2016-05-22,"TW_10109"
"R_0013277",2016-06-05,"TW_10175"
"R_0003631",2016-02-21,"TW_10023"
"R_0010321",2016-02-21,"TW_10045"
"R_0007239",2016-01-31,"TW_10162"
"R_0007790",2016-03-20,"TW_10163"
"R_0039708",2016-07-24,"TW_10125"
"R_0024841",2016-05-08,"TW_10119"
"R_0042545",2016-07-31,"TW_10109"
"R_0043743",2016-08-21,"TW_10060"
"R_0019193",2016-02-28,"TW_10117"
"R_0042630",2016-05-15,"TW_10080"
"R_0013102",2016-08-21,"TW_10053"
"R_0005918",2016-07-24,"TW_10098"
"R_0030064",2016-03-20,"TW_10066"
"R_0030271",2016-05-29,"TW_10027"
"R_0010637",2016-02-07,"TW_10101"
"R_0028573",2016-06-26,"TW_10036"
"R_0003316",2016-09-25,"TW_10116"
"R_0029037",2016-09-04,"TW_10169"
"R_0011845",2016-04-24,"TW_10003"
"R_0030210",2016-04-17,"TW_10057"
"R_0009215",2016-08-21,"TW_10017"
"R_0025646",2016-06-19,"TW_10126"
"R_0032256",2016-06-12,"TW_10150"
"R_0023202",2016-04-17,"TW_10125"
"R_0031684",2016-07-24,"TW_10006"
"R_0003295",2016-01-10,"TW_10073"
"R_0012799",2016-09-25,"TW_10168"
"R_0032770",2016-01-10,"TW_10113"
"R_0016397",2016-01-10,"TW_10018"
"R_0002141",2016-02-21,"TW_10061"
"R_0029598",2016-01-24,"TW_10106"
"R_0028228",2016-09-25,"TW_10100"
"R_0039451",2016-02-28,"TW_10159"
"R_0025367",2016-09-11,"TW_10115"
"R_0038814",2016-02-14,"TW_10163"
"R_0040272",2016-05-08,"TW_10040"
"R_0015034",2016-05-08,"TW_10033"
"R_0008620",2016-09-04,"TW_10035"
"R_0018337",2016-09-18,"TW_10050"
"R_0022588",2016-08-07,"TW_10163"
"R_0041829",2016-06-05,"TW_10085"
"R_0026284",2016-07-31,"TW_10140"
"R_0004668",2016-08-14,"TW_10001"
"R_0034424",2016-03-27,"TW_10140"
"R_0020794",2016-08-14,"TW_10134"
"R_0007008",2016-02-28,"TW_10019"
"R_0026097",2016-05-29,"TW_10031"
"R_0009819",2016-05-01,"TW_10039"
"R_0003356",2016-07-03,"TW_10044"
"R_0003759",2016-03-27,"TW_10018"
"R_0032856",2016-05-29,"TW_10157"
"R_0034735",2016-02-07,"TW_10087"
"R_0002110",2016-07-03,"TW_10043"
"R_0023485",2016-09-11,"TW_10111"
"R_0022435",2016-06-19,"TW_10101"
"R_0004297",2016-08-14,"TW_10126"
"R_0025146",2016-05-01,"TW_10121"
"R_0024621",2016-02-07,"TW_10146"
"R_0013493",2016-08-07,"TW_10094"
"R_0040114",2016-09-18,"TW_10044"
"R_0022047",2016-07-24,"TW_10016"
"R_0010454",2016-08-07,"TW_10018"
"R_0015550",2016-03-20,"TW_10020"
"R_0012334",2016-07-24,"TW_10084"
"R_0043164",2016-02-14,"TW_10091"
"R_0018122",2016-09-25,"TW_10107"
"R_0012873",2016-05-15,"TW_10161"
"R_0003468",2016-07-10,"TW_10023"
"R_0033099",2016-02-21,"TW_10154"
"R_0020029",2016-08-14,"TW_10154"
"R_0033263",2016-01-24,"TW_10144"
"R_0012794",2016-01-24,"TW_10083"
"R_0015152",2016-03-27,"TW_10006"
"R_0026188",2016-02-21,"TW_10033"
"R_0022434",2016-02-28,"TW_10085"
"R_0017524",2016-06-19,"TW_10022"
"R_0006942",2016-07-24,"TW_10076"
"R_0044647",2016-07-03,"TW_10176"
"R_0040317",2016-04-17,"TW_10074"
"R_0005418",2016-04-17,"TW_10001"
"R_0029743",2016-09-11,"TW_10066"
"R_0030879",2016-08-14,"TW_10111"
"R_0014136",2016-07-03,"TW_10024"
"R_0028684",2016-09-25,"TW_10065"
"R_0018238",2016-05-15,"TW_10169"
"R_0009982",2016-07-17,"TW_10068"
"R_0020119",2016-07-10,"TW_10044"
"R_0025503",2016-06-19,"TW_10070"
"R_0035638",2016-03-13,"TW_10065"
"R_0035822",2016-01-10,"TW_10160"
"R_0027755",2016-09-25,"TW_10076"
"R_0009309",2016-05-08,"TW_10016"
"R_0035237",2016-05-15,"TW_10125"
"R_0003812",2016-07-24,"TW_10095"
"R_0018416",2016-02-21,"TW_10084"
"R_0010177",2016-08-14,"TW_10043"
"R_0018090",2016-08-28,"TW_10061"
"R_0036868",2016-06-12,"TW_10170"
"R_0032567",2016-01-24,"TW_10007"
"R_0028901",2016-02-28,"TW_10133"
"R_0013939",2016-02-07,"TW_10071"
"R_0008963",2016-07-31,"TW_10153"
"R_0028387",2016-07-17,"TW_10074"
"R_0007528",2016-09-04,"TW_10047"
"R_0010521",2016-04-17,"TW_10151"
"R_0022840",2016-04-10,"TW_10009"
"R_0012721",2016-01-17,"TW_10130"
"R_0016729",2016-09-25,"TW_10088"
"R_0039098",2016-08-28,"TW_10095"
"R_0000167",2016-05-15,"TW_10125"
"R_0041424",2016-09-25,"TW_10005"
"R_0012846",2016-07-03,"TW_10034"
"R_0020605",2016-08-14,"TW_10047"
"R_0026868",2016-05-15,"TW_10096"
"R_0015696",2016-06-05,"TW_10162"
"R_0004778",2016-09-04,"TW_10157"
"R_0009459",2016-06-26,"TW_10168"
